GAD1,GAD2,GAD3,GAD4,GAD5,GAD6,GAD7,SWL1,SWL2,SWL3,SWL4,SWL5,Game,Platform,Hours,earnings,whyplay,League,streams,SPIN1,SPIN2,SPIN3,SPIN4,SPIN5,SPIN6,SPIN7,SPIN8,SPIN9,SPIN10,SPIN11,SPIN12,SPIN13,SPIN14,SPIN15,SPIN16,SPIN17,Narcissism,Gender,Age,Work,Degree,Birthplace,Playstyle,GAD_T,SWL_T,SPIN_T,Residence_ISO3
0,0,1,1,0,1,0,4,6,5,4,5,League of Legends,"Console (PS, Xbox, ...)",20.0,I play for fun,having fun,Unranked,5.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,0.0,0.0,1.0,Male,18,Student at school,None,Lebanon,Multiplayer,3,24,28.0,LBN
2,1,3,3,0,3,1,3,5,4,6,2,League of Legends,PC,25.0,I play for fun,improving,Gold,3.0,1.0,4.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,3.0,Male,18,Student at school,High School,Germany,Singleplayer,13,20,21.0,DEU
0,0,0,0,0,0,0,4,5,6,3,5,League of Legends,PC,14.0,I play for fun,improving,Platinum,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,Male,20,Student at college / university,High School,USA,Multiplayer,0,23,17.0,USA
0,0,0,1,1,1,0,5,5,5,5,3,League of Legends,PC,3.0,I play for fun,improving,Gold,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,Male,18,Student at school,None,USA,Multiplayer,3,23,20.0,USA
2,2,2,0,3,1,2,6,6,6,6,6,League of Legends,PC,21.0,I play for fun,winning,Silver,0.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,Male,18,Student at college / university,High School,USA,Multiplayer,12,30,34.0,USA
1,1,1,0,0,1,1,2,3,3,1,2,League of Legends,PC,21.0,I play for fun,improving,Platinum,3.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,Male,20,Student at college / university,High School,Vietnam,Multiplayer,5,11,35.0,VNM
1,1,0,0,0,1,0,2,4,3,2,1,League of Legends,PC,14.0,I play for fun,having fun,Gold,40.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,Male,21,Student at college / university,None,UK,Multiplayer,3,12,6.0,GBR
3,2,2,2,0,0,2,2,3,2,3,2,Other,PC,15.0,I play for fun,relaxing,Gold,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,Male,20,Student at college / university,High School,UK,Singleplayer,11,12,13.0,GBR
0,0,0,0,0,0,0,6,6,6,5,3,League of Legends,PC,40.0,I play for fun,having fun,Silver,15.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,Male,20,Student at college / university,High School,Germany,Multiplayer,0,26,21.0,DEU
1,0,0,1,0,1,1,2,2,2,5,6,League of Legends,PC,25.0,I play for fun,having fun,Unranked,18.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,Male,22,Unemployed / between jobs,Bachelor,Germany,Multiplayer,4,17,14.0,DEU
1,0,1,0,0,0,0,3,6,6,5,4,League of Legends,PC,16.0,I play for fun,improving,Platinum,4.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Male,18,Student at school,None,Germany,Multiplayer,2,24,12.0,DEU
0,0,0,0,1,0,0,6,5,6,5,4,League of Legends,PC,18.0,To earn,improving,Platinum,16.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,18,Employed,High School,USA,Multiplayer,1,26,6.0,USA
2,1,2,0,1,1,0,6,5,6,5,7,League of Legends,PC,14.0,I play for fun,having fun,Silver,20.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,Female,20,Student at college / university,High School,Lithuania,Multiplayer,7,29,11.0,LTU
0,1,1,1,0,1,0,2,3,2,2,4,League of Legends,PC,15.0,I play for fun,improving,Platinum,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,Male,20,Employed,High School,South Africa,Multiplayer,4,13,1.0,USA
1,0,0,1,0,2,0,2,4,3,2,4,League of Legends,PC,10.0,I play for fun,having fun,Unranked,8.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,2.0,1.0,2.0,Male,25,Unemployed / between jobs,Bachelor,UK,Multiplayer,4,15,23.0,GBR
1,1,1,1,0,2,1,3,4,4,3,3,League of Legends,PC,15.0,I play for fun,relaxing,Gold,25.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,Male,24,Employed,Bachelor,Poland,Multiplayer,7,17,11.0,POL
1,1,1,1,0,1,0,4,3,5,3,4,League of Legends,PC,20.0,I play for fun,having fun,Platinum,10.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,Male,19,Student at college / university,High School,Germany,Multiplayer,5,19,19.0,DEU
1,1,1,0,1,2,0,5,6,5,5,6,League of Legends,PC,30.0,I play for fun,having fun,Gold,5.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,Male,18,Student at school,None,Israel,Multiplayer,6,27,35.0,ISR
1,0,1,0,0,1,0,5,6,6,7,5,League of Legends,PC,15.0,I play for fun,winning,Silver,10.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,Male,18,Student at school,High School,Germany,Multiplayer,3,29,11.0,DEU
0,0,0,1,0,0,0,4,1,7,4,4,League of Legends,PC,14.0,I play for fun,having fun,Silver,4.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at school,None,Sweden,Multiplayer,1,20,10.0,SWE
1,0,1,0,0,2,0,4,3,3,4,2,Counter Strike,PC,25.0,I play for fun,improving,Unranked,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,Male,18,Student at college / university,High School,USA,Multiplayer,4,16,3.0,USA
0,0,0,0,0,0,0,6,5,2,3,1,League of Legends,PC,10.0,I play for fun,having fun,Gold,5.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,High School,UK,Multiplayer,0,17,12.0,GBR
0,0,0,0,2,3,0,1,2,5,4,7,League of Legends,PC,20.0,I play for fun,improving,Gold,30.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,Male,26,Unemployed / between jobs,High School,USA,Multiplayer,5,19,15.0,USA
1,0,0,0,1,2,0,7,7,7,7,7,League of Legends,PC,20.0,I play for fun,improving,Unranked,20.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,36,Employed,Bachelor,USA,Multiplayer,4,35,19.0,USA
1,1,1,1,0,1,1,6,7,7,6,7,League of Legends,PC,20.0,I play for fun,improving,Gold,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,25,Employed,Masters,France,Multiplayer,6,33,2.0,FRA
0,0,0,1,0,1,1,4,4,7,6,6,League of Legends,PC,15.0,To earn,improving,Platinum,5.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,18,Student at college / university,Bachelor,Ecuador,Multiplayer,3,27,13.0,ESP
3,0,2,2,1,2,0,2,6,5,3,2,League of Legends,PC,18.0,I play for fun,improving,Platinum,3.0,1.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,Male,18,Student at college / university,High School,Brazil,Multiplayer,10,18,12.0,BRA
1,0,0,0,0,0,1,3,5,3,3,2,League of Legends,PC,10.0,I play for fun,having fun,Platinum,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,Male,23,Unemployed / between jobs,Masters,UK,Multiplayer,2,16,15.0,GBR
0,0,0,1,0,0,0,5,5,5,5,4,League of Legends,PC,20.0,I play for fun,having fun,Silver,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Female,34,Employed,High School,USA,Multiplayer,1,24,4.0,USA
0,0,1,0,0,1,0,5,5,5,4,3,League of Legends,PC,18.0,I play for fun,improving,Gold,20.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,20,Student at college / university,High School,Portugal,Multiplayer,2,22,7.0,PRT
0,0,1,0,0,0,0,6,6,5,7,7,League of Legends,PC,20.0,I play for fun,improving,Gold,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Student at college / university,High School,Ireland,Multiplayer,1,31,4.0,IRL
1,0,0,1,0,2,0,6,6,7,5,6,League of Legends,PC,45.0,I play for fun,winning,Gold,15.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,Male,22,Student at college / university,High School,Serbia,Multiplayer,4,30,11.0,SRB
1,1,2,1,1,3,1,3,6,3,3,1,League of Legends,PC,18.0,I play for fun,having fun,Gold,10.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,4.0,2.0,3.0,3.0,Male,19,Student at college / university,High School,Germany,Multiplayer,10,16,29.0,DEU
1,1,1,1,1,1,1,3,5,5,4,3,League of Legends,PC,21.0,I play for fun,improving,Platinum,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,1.0,Male,18,Student at school,None,Italy,Multiplayer,7,20,50.0,ITA
0,0,0,0,0,0,0,6,5,7,6,5,League of Legends,PC,15.0,I play for fun,improving,Platinum,14.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,Male,19,Employed,High School,Germany,Multiplayer,0,29,10.0,DEU
1,0,3,0,0,0,0,3,6,4,1,2,League of Legends,PC,30.0,I play for fun,having fun,Platinum,2.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,Male,20,Unemployed / between jobs,High School,Austria,Multiplayer,4,16,18.0,AUT
1,1,1,1,0,2,0,2,2,3,4,4,League of Legends,PC,20.0,I play for fun,relaxing,Gold,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,Female,20,Student at college / university,High School,Canada,Multiplayer,6,15,13.0,CAN
0,0,0,0,0,2,1,6,6,5,6,7,Starcraft 2,PC,50.0,"Improvement, possible earning money in the future",improving,Unranked,14.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Male,19,Student at college / university,High School,Poland,Multiplayer,3,30,24.0,POL
0,0,0,1,1,3,0,3,5,5,5,7,League of Legends,PC,8.0,I play for fun,improving,Silver,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,Male,24,Employed,High School,South Africa,Multiplayer,5,25,8.0,ZAF
2,3,3,3,1,1,3,1,4,2,1,1,League of Legends,PC,25.0,I play for fun,improving,Gold,5.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,Male,19,Student at school,High School,Hong Kong,Multiplayer,16,9,56.0,GBR
2,1,1,2,2,2,0,1,5,5,5,1,League of Legends,PC,7.0,I play for fun,having fun,Unranked,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,24,Employed,Bachelor,USA,Multiplayer,10,17,0.0,USA
1,0,1,1,0,1,0,6,7,6,5,4,League of Legends,PC,15.0,I play for fun,having fun,Silver,6.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,Male,18,Student at school,None,USA,Multiplayer,4,28,31.0,USA
0,1,1,0,0,1,2,4,5,5,3,4,League of Legends,PC,12.0,I play for fun,Other,Gold,20.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,Male,21,Student at college / university,High School,Netherlands,Multiplayer,5,21,14.0,NLD
1,0,0,0,1,1,0,6,7,6,5,5,League of Legends,PC,12.0,I play for fun,having fun,Silver,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,Male,18,Student at school,None,Israel,Multiplayer,3,29,23.0,ISR
0,0,0,0,0,0,0,5,6,5,5,6,Other,PC,15.0,I play for fun,improving,Unranked,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,Male,27,Employed,Masters,Portugal,Singleplayer,0,27,22.0,GBR
1,0,1,0,0,1,0,2,2,2,2,2,League of Legends,PC,20.0,I play for fun,improving,Gold,15.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,Male,22,Unemployed / between jobs,High School,USA,Multiplayer,3,10,24.0,USA
1,1,0,0,0,1,0,1,1,2,2,4,Starcraft 2,PC,20.0,I play for fun,improving,Unranked,20.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,Male,22,Unemployed / between jobs,High School,Sweden,Multiplayer,3,10,17.0,SWE
2,1,2,1,1,3,2,3,3,3,2,3,League of Legends,PC,20.0,I play for fun,winning,Platinum,40.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,Male,22,Student at college / university,Bachelor,Venezuela,Multiplayer,12,14,33.0,ESP
0,0,0,2,0,1,0,2,6,1,2,2,League of Legends,PC,20.0,I play for fun,improving,Unranked,30.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at college / university,High School,France,Multiplayer,3,13,5.0,FRA
3,3,3,3,0,3,3,6,6,6,5,4,League of Legends,PC,15.0,I play for fun,having fun,Silver,0.0,1.0,0.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,0.0,2.0,3.0,0.0,2.0,1.0,Male,18,Student at school,None,Portugal,Multiplayer,18,27,35.0,PRT
1,0,0,1,0,0,0,2,4,2,2,2,League of Legends,PC,35.0,I play for fun,winning,Gold,25.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,Male,21,Employed,High School,USA,Multiplayer,2,12,9.0,USA
1,1,3,1,0,2,2,4,3,4,1,2,League of Legends,PC,35.0,I play for fun,Other,Unranked,1.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,Male,18,Unemployed / between jobs,High School,Germany,Singleplayer,10,14,19.0,DEU
1,0,1,0,0,2,1,4,4,2,3,2,League of Legends,PC,20.0,I play for fun,winning,Unranked,10.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,Male,22,Student at college / university,Masters,Netherlands,Multiplayer,5,15,20.0,NLD
0,0,0,0,0,0,0,6,7,6,5,6,League of Legends,PC,10.0,I play for fun,improving,Unranked,10.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Male,18,Student at school,High School,Netherlands,Multiplayer,0,30,10.0,NLD
0,1,1,0,0,0,1,4,2,5,2,2,League of Legends,PC,23.0,I play for fun,having fun,Gold,15.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,Male,19,Student at college / university,High School,Netherlands,Multiplayer,3,15,23.0,NLD
2,0,0,3,1,2,0,4,4,6,4,4,Other,PC,20.0,I play for fun,winning,Gold,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,20,Employed,High School,Germany,Singleplayer,8,22,5.0,GBR
0,0,0,0,0,0,0,3,6,6,4,6,League of Legends,PC,20.0,I play for fun,having fun,Gold,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Male,27,Employed,Bachelor,Denmark,Multiplayer,0,25,4.0,DNK
0,0,1,2,1,0,0,2,6,4,6,5,League of Legends,PC,10.0,I play for fun,improving,Silver,8.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,Male,19,Student at college / university,High School,USA,Multiplayer,4,23,27.0,USA
1,0,0,0,0,1,0,5,5,4,5,2,League of Legends,PC,23.0,I play for fun,improving,Unranked,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,Male,21,Employed,High School,Italy,Multiplayer,2,21,3.0,ITA
0,0,0,0,0,0,0,6,5,6,5,3,Counter Strike,PC,30.0,I play for fun,improving,Gold,7.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,Male,18,Student at school,None,USA,Multiplayer,0,25,21.0,USA
0,0,1,0,0,1,0,6,6,6,6,6,League of Legends,PC,35.0,I play for fun,winning,Platinum,25.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,Male,20,Student at college / university,High School,Austria,Multiplayer,2,30,21.0,AUT
1,0,0,0,0,0,0,7,7,7,6,5,League of Legends,PC,10.0,I play for fun,winning,Unranked,2.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,Male,36,Employed,Masters,Belgium,Multiplayer,1,32,12.0,DEU
0,0,0,0,0,3,2,1,5,4,4,5,League of Legends,PC,50.0,To earn,improving,Unranked,20.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,Male,22,Student at school,High School,Poland,Multiplayer,5,19,32.0,SWE
0,0,1,0,0,0,0,1,2,2,2,1,League of Legends,PC,15.0,I play for fun,Other,Platinum,25.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Male,23,Unemployed / between jobs,High School,Germany,Multiplayer,1,8,8.0,DEU
0,0,1,0,0,1,0,4,6,6,5,6,League of Legends,PC,12.0,I play for fun,winning,Gold,8.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,Male,30,Employed,Masters,France,Multiplayer,2,27,18.0,FRA
0,0,0,0,0,0,0,5,7,6,4,3,League of Legends,PC,10.0,I play for fun,having fun,Unranked,15.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,Male,19,Employed,High School,Canada,Multiplayer,0,25,25.0,CAN
0,0,0,0,0,1,0,4,5,7,5,3,League of Legends,PC,7.0,I play for fun,having fun,Silver,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Male,19,Student at school,High School,Norway,Multiplayer,1,24,5.0,NOR
1,0,0,0,0,0,0,6,7,6,6,5,League of Legends,PC,20.0,I play for fun,having fun,Gold,8.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,Male,22,Student at college / university,High School,Denmark,Multiplayer,1,30,18.0,DNK
1,0,1,1,0,2,1,6,6,6,5,7,League of Legends,PC,25.0,I play for fun,having fun,Gold,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,Male,23,Student at college / university,Bachelor,UK,Multiplayer,6,30,8.0,GBR
1,0,0,0,0,0,0,4,3,3,4,4,League of Legends,PC,30.0,I play for fun,winning,Gold,4.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,Male,21,Student at college / university,High School,UK,Multiplayer,1,18,18.0,GBR
1,1,0,0,1,0,0,5,6,7,6,6,League of Legends,PC,10.0,I play for fun,having fun,Platinum,5.0,2.0,0.0,2.0,3.0,1.0,3.0,1.0,0.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,Male,20,Student at college / university,Bachelor,France,Multiplayer,3,30,32.0,FRA
1,1,3,1,1,3,2,5,6,6,5,7,League of Legends,PC,40.0,I play for fun,winning,Platinum,20.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,Male,21,Employed,High School,Poland,Multiplayer,12,29,39.0,POL
1,1,1,1,2,3,0,2,2,1,2,2,League of Legends,PC,18.0,I play for fun,winning,Gold,20.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,3.0,Male,21,Employed,Bachelor,Norway,Multiplayer,9,9,16.0,NOR
3,2,3,3,0,0,3,1,1,1,1,1,Other,PC,20.0,I play for fun,having fun,Platinum,15.0,1.0,2.0,4.0,4.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,2.0,0.0,1.0,3.0,4.0,0.0,1.0,Male,18,Student at college / university,High School,USA,Multiplayer,14,5,43.0,USA
1,0,1,0,0,1,0,5,5,4,4,4,League of Legends,PC,16.0,To earn,improving,Unranked,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,Male,19,Employed,High School,Denmark,Multiplayer,3,22,16.0,DEU
0,0,0,1,0,1,0,6,6,6,6,5,League of Legends,PC,12.0,I play for fun,relaxing,Silver,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,Male,38,Employed,Bachelor,Netherlands,Multiplayer,2,29,6.0,NLD
2,1,2,0,0,1,0,5,5,6,6,5,Other,PC,21.0,I play for fun,improving,Platinum,21.0,1.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,Other,18,Student at college / university,High School,UK,Multiplayer,6,27,39.0,GBR
0,0,1,0,1,0,0,4,4,6,6,2,Heroes of the Storm,PC,17.0,I play for fun,having fun,Silver,3.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Male,18,Employed,High School,UK,Multiplayer,2,22,21.0,GBR
0,1,1,2,0,1,0,2,2,5,5,1,League of Legends,PC,30.0,I play for fun,improving,Platinum,10.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,Male,21,Student at college / university,High School,Germany,Multiplayer,5,15,33.0,DEU
3,2,1,3,2,1,0,1,3,1,1,4,Guild Wars 2,PC,15.0,To earn,improving,Platinum,10.0,2.0,4.0,3.0,2.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,3.0,4.0,0.0,3.0,Male,19,Student at college / university,High School,UK,Multiplayer,12,10,31.0,GBR
1,0,3,0,1,2,1,2,5,1,5,3,League of Legends,PC,40.0,Aiming to make money off it.,improving,Unranked,40.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,Male,19,Unemployed / between jobs,High School,Unknown,Multiplayer,8,16,13.0,USA
1,0,0,0,1,2,0,2,5,4,4,3,League of Legends,PC,20.0,I play for fun,winning,Unranked,30.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,Male,33,Employed,Bachelor,USA,Multiplayer,4,18,21.0,USA
1,1,1,1,0,0,0,6,6,7,6,5,League of Legends,PC,12.0,I play for fun,having fun,Unranked,20.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,1.0,Female,27,Employed,High School,Canada,Multiplayer,4,30,33.0,CAN
